ProjectID,Fuel,StartCountry,EndCountry,Countries,Wiki,PipelineName,SegmentName,OtherEnglishNames,Status,Owner,Parent,StartYear1,StartYear2,StartYear3,StopYear,ShelvedYear,Capacity,CancelledYear,CapacityUnits,CapacityBcm/y,CapacityBOEd,LengthKnownKm,LengthEstimateKm,LengthMergedKm,Diameter,DiameterUnits,FuelSource,StartLocation,StartPrefecture/District,StartState/Province,StartRegion,EndLocation,StartSubRegion,EndPrefecture/District,EndState/Province,EndRegion,FIDStatus,EndSubRegion,FIDYear,OtherLanguagePrimaryPipelineName,OtherLanguageSegmentName,Cost,CostUnits,CostUSD,LastUpdated
P4448,Gas,United States,United States,United States,https://www.gem.wiki/Columbia_Gas_Transmission,Columbia Gas Transmission,Mainline 100 and Mainline 200 Replacement Project,,proposed,--,unknown [unknown %],2022,,,,,,,,--,--,0.8,--,0.8,30,in,,,,Kentucky,Americas,,Northern America,,Kentucky,Americas,,Northern America,,,,18900000,USD,18900000,2022-10-06
P4449,Gas,United States,United States,United States,https://www.gem.wiki/DTE_Michigan_Lateral_Gas_Pipeline,DTE Michigan Lateral Gas Pipeline,,,proposed,DTE Michigan Lateral Co (100%),DTE Electric Co [unknown %],2022,,,,,,,,--,--,--,--,--,,,,,,Michigan,Americas,,Northern America,,Michigan,Americas,,Northern America,,,,28000000,USD,28000000,2022-10-07
P4450,Gas,United States,United States,United States,https://www.gem.wiki/DTE_Michigan_Lateral_Gas_Pipeline,DTE Michigan Lateral Gas Pipeline,Rogers City Connector,,proposed,DTE Michigan Lateral Co (100%),DTE Electric Co [unknown %],2022,,,,,,,,--,--,3.22,--,3.22,10,in,,,,Michigan,Americas,,Northern America,,Michigan,Americas,,Northern America,,,,7000000,USD,7000000,2022-10-07
P4451,Gas,United States,United States,United States,https://www.gem.wiki/DTE_Michigan_Lateral_Gas_Pipeline,DTE Michigan Lateral Gas Pipeline,Norwalk Manistee Connector,,proposed,DTE Michigan Lateral Co (100%),DTE Electric Co [unknown %],2022,,,,,,,,--,--,6.44,--,6.44,12,in,,,,Michigan,Americas,,Northern America,,Michigan,Americas,,Northern America,,,,13900000,USD,13900000,2022-10-07
P4452,Gas,United States,United States,United States,https://www.gem.wiki/Eastern_Gas_Transmission_and_Storage_System_(EGTS),Eastern Gas Transmission and Storage System (EGTS),Morgantown Connector Project,,cancelled,Eastern Gas Transmission and Storage Inc (100%),Berkshire Hathaway Inc [91.10%]; unknown [8.90%],,,,,,250,2022,MMcf/d,2.56,41181,33.8,--,33.8,,,,,,West Virginia,Americas,,Northern America,,West Virginia,Americas,,Northern America,,,,190800000,USD,190800000,2022-10-07
P4453,Gas,United States,United States,United States,https://www.gem.wiki/Oasis_Gas_Pipeline,Oasis Gas Pipeline,Modernization Project,,construction,Energy Transfer (100%),Energy Transfer LP [100.00%],2022,,,,,60,,MMcf/d,0.61,9883.44,0,--,0,,,,,,Texas,Americas,,Northern America,,Texas,Americas,,Northern America,,,,,,--,2022-10-11
P4454,Gas,United States,United States,United States,https://www.gem.wiki/Ohio_Valley_Connector_Expansion_Project_(OVCX),Ohio Valley Connector Expansion Project (OVCX),,,proposed,Equitrans LP (100%),Equitrans Midstream Corp [100.00%],2024,,,,,350,,MMcf/d,3.58,57653.4,9.66,--,9.66,"12, 24",in,,,,Ohio,Americas,,Northern America,,Ohio,Americas,,Northern America,,,,161000000,USD,161000000,2022-10-11
P4455,Gas,United States,United States,United States,https://www.gem.wiki/Crow_Creek_Pipeline,Crow Creek Pipeline,,,proposed,Lower Valley Energy (100%),unknown [unknown %],,,,,,2,,MMcf/d,0.02,329.45,80.47,--,80.47,8,in,,,,,Americas,,Northern America,,,Americas,,Northern America,,,,,,--,2022-10-11
P4456,Gas,United States,United States,United States,https://www.gem.wiki/Mountain_Valley_Gas_Pipeline_(MVP),Mountain Valley Gas Pipeline (MVP),Greene Interconnect Project,,operating,Mountain Valley Pipeline LLC (100%),EQM Midstream Partners LP [45.50%]; NextEra Energy Inc [31.00%]; RGC Resources Inc [1.00%]; AltaGas Ltd [unknown %]; Consolidated Edison Inc [unknown %],2024,,,,,1000,,MMcf/d,10.22,164724,0,--,0,,,,,,,Americas,,Northern America,,,Americas,,Northern America,,,,28000000,USD,28000000,2024-08-21
P4457,Gas,United States,United States,United States,https://www.gem.wiki/Lowman_Pipeline,Lowman Pipeline,,,proposed,NextEra Energy Resources LLC (100%),NextEra Energy Inc [100.00%],,,,,,,,,--,--,--,--,--,,,,,,Alabama,Americas,,Northern America,,Alabama,Americas,,Northern America,,,,,,--,2022-10-14
P4458,Gas,United States,United States,United States,https://www.gem.wiki/Northern_Natural_Gas_Pipeline,Northern Natural Gas Pipeline,A-Line Replacement Project,,proposed,Northern Natural Gas (100%),Berkshire Hathaway Inc [unknown %]; unknown [unknown %],2023,,,,,0,,MMcf/d,0,0,9.66,--,9.66,,,,,,Iowa,Americas,,Northern America,,Iowa,Americas,,Northern America,,,,31200000,USD,31200000,2022-10-14
P4459,Gas,United States,United States,United States,https://www.gem.wiki/Northern_Natural_Gas_Pipeline,Northern Natural Gas Pipeline,Lake City 1st Branch Line Abandonment and Capacity Replacement Project,,construction,Northern Natural Gas (100%),Berkshire Hathaway Inc [unknown %]; unknown [unknown %],2022,,,,,0,,MMcf/d,0,0,14.81,--,14.81,6,in,,,,Iowa,Americas,,Northern America,,Iowa,Americas,,Northern America,,,,19800000,USD,19800000,2022-10-14
P4460,Gas,United States,United States,United States,https://www.gem.wiki/Northern_Natural_Gas_Pipeline,Northern Natural Gas Pipeline,C-Line Replacement Project,,proposed,Northern Natural Gas (100%),Berkshire Hathaway Inc [unknown %]; unknown [unknown %],2023,,,,,0,,MMcf/d,0,0,22.53,--,22.53,20,in,,,,Iowa,Americas,,Northern America,,Iowa,Americas,,Northern America,,,,37000000,USD,37000000,2022-10-14
P4461,Gas,United States,United States,United States,https://www.gem.wiki/Northern_Natural_Gas_Pipeline,Northern Natural Gas Pipeline,South Sioux City to Sioux Falls A-line Replacement Project,,construction,Northern Natural Gas (100%),Berkshire Hathaway Inc [unknown %]; unknown [unknown %],2022,,,,,0,,MMcf/d,0,0,136.79,--,136.79,12,in,,,,South Dakota,Americas,,Northern America,,Nebraska,Americas,,Northern America,,,,,,--,2022-10-14
P4462,Gas,Poland,Poland,Poland,https://www.gem.wiki/Rozwad%C3%B3w-Strachocina_Gas_Pipeline,Rozwadów-Strachocina Gas Pipeline,,,proposed,Gaz-System (100%),Operator Gazociagow Przesylowych GAZ-SYSTEM SP zoo [100.00%],2030,,,,,,,,--,--,140,247.1,140,1000,mm,,Rozwadów,,,Europe,Strachocina,Eastern Europe,,,Europe,FID,Eastern Europe,2022,,,,,--,2024-09-10
P4463,Gas,Germany,Germany,Germany,https://www.gem.wiki/Zeelink_Gas_Pipeline,Zeelink Gas Pipeline,Capacity expansion,,proposed,Open Grid Europe (75%); Thyssengas (25%),Vier Gas Transport GmbH [75.00%]; Macquarie Group Ltd [25.00%],,,,,,,,,--,--,--,--,--,1000,mm,,Legden,,,Europe,Stolberg,Western Europe,,,Europe,FID,Western Europe,2022,,,,,--,2024-09-09
P4464,Gas,Spain,Italy,"Spain, Italy",https://www.gem.wiki/Spain-Italy_Offshore_Interconnector,Spain-Italy Offshore Interconnector,,,shelved,Snam Rete Gas SpA (100%),Snam SpA [100.00%],,,,,,30,,bcm/y,30,483534.25,700,--,700,1000,mm,,,,,Europe,,Southern Europe,,,Europe,Pre-FID,Southern Europe,,,,,,--,2024-04-08
P4465,Gas,Bulgaria,Bulgaria,Bulgaria,https://www.gem.wiki/Rupcha-Vetrino_Gas_Pipeline,Rupcha-Vetrino Gas Pipeline,,,proposed,Bulgartransgaz (100%),Bulgarian Energy Holding EAD [100.00%],2026,,,,,137.5,,GWh/d,4.97,80040.27,63,54.15,63,1200,mm,,Rupcha,,,Europe,Vetrino,Eastern Europe,,,Europe,Pre-FID,Eastern Europe,,,,200000000,EUR,218000000,2023-09-05
P4466,Gas,Türkiye,Georgia,"Türkiye, Georgia",https://www.gem.wiki/South_Caucasus_Gas_Pipeline,South Caucasus Gas Pipeline,South Caucasus Pipeline Future Expansion (SCPFX),,proposed,South Caucasus Pipeline Company Ltd (100%),BP PLC [25.50%]; Equinor ASA [25.50%]; LUKOIL PJSC [10.00%]; Naftiran Intertrade Co [10.00%]; State Oil Company of Azerbaijan Republic [10.00%]; TotalEnergies SE [10.00%]; Türkiye Petrolleri Anonim Ortakligi [9.00%],2022,,,,,5,,bcm/y,5,80589.04,93,--,93,1200,mm,,,,,Asia,,Western Asia,,,Asia,Pre-FID,Western Asia,,,,1047500000,EUR,1141775000,2024-09-25
P4478,Gas,China,China,China,https://www.gem.wiki/Ningxia_Gas_Pipeline_Network,Ningxia Gas Pipeline Network,Hangjinqi-Yinchuan Gas Pipeline,,operating,"Ningxia Hanas Gas Group Co., Ltd. (100%)",Yinchuan Tonglian Capital Investment Operation Group Co Ltd [51.00%]; Ningxia Master Energy Group Co Ltd [48.40%]; other [0.60%],2019,,,,,2.5,,bcm/y,2.5,40294.52,282,316.35,282,700,mm,Changqing Oil&Gas Field (Ordos Dongsheng Gas Field),Hanggin,Ordos,Inner Mongolia,Asia,,Eastern Asia,,Ningxia,Asia,,Eastern Asia,,宁夏输气管网,,1500000000,RMB,240000000,2023-07-18
P4479,Gas,China,China,China,https://www.gem.wiki/Ningxia_Gas_Pipeline_Network,Ningxia Gas Pipeline Network,Yinchuan-Shizuishan parallel gas pipeline,,proposed,"Yinshi (Helan County) Natural Gas Co., Ltd. (100%)",unknown [unknown %],,,,,,1.6,,bcm/y,1.6,25788.49,83,95.67,83,610/273,mm,,,Yinchuan,Ningxia,Asia,,Eastern Asia,,Ningxia,Asia,,Eastern Asia,,宁夏输气管网,,489710000,RMB,78353600,2024-07-08
P4480,Gas,China,China,China,https://www.gem.wiki/Ningxia_Gas_Pipeline_Network,Ningxia Gas Pipeline Network,Yinchuan-Wuzhong gas pipeline,,proposed,"Yinwu (Yongning County) Natural Gas Co., Ltd. (100%)",unknown [unknown %],,,,,,0.5,,bcm/y,0.5,8058.9,55,69.79,55,508,mm,,,Yinchuan,Ningxia,Asia,,Eastern Asia,,Ningxia,Asia,,Eastern Asia,,宁夏输气管网,,538470000,RMB,86155200,2024-07-08
P4481,Gas,China,China,China,https://www.gem.wiki/Ningxia_Gas_Pipeline_Network,Ningxia Gas Pipeline Network,Yanchi-Yinchuan gas pipeline,,proposed,--,unknown [unknown %],,,,,,,,,--,--,263,131.75,263,,,,,Yanchi,Ningxia,Asia,,Eastern Asia,,Ningxia,Asia,,Eastern Asia,,宁夏输气管网,,,,--,2024-08-05
P4482,Gas,China,China,China,https://www.gem.wiki/China%E2%80%93Russia_East_Pipeline,China–Russia East Pipeline,SYSTEM/NETWORK INFO,,operating,"National Pipe Network Group North Pipeline Co., Ltd. (100%)",unknown [unknown %],2022,,,,,38,,bcm/y,38,612476.71,5111,3151.48,5111,,,Power of Siberia Gas Pipeline,Changling,Siping,Jilin,Asia,Yongqing,Eastern Asia,,Hebei,Asia,,Eastern Asia,,中俄东线天然气管道,,,,--,2023-07-20
P4483,Gas,China,China,China,https://www.gem.wiki/China%E2%80%93Russia_East_Pipeline,China–Russia East Pipeline,Phase II,,operating,"National Pipe Network Group North Pipeline Co., Ltd. (100%)",unknown [unknown %],2020,,,,,38,,bcm/y,38,612476.71,1110,806.04,1110,1219,mm,Power of Siberia Gas Pipeline,Changling,Siping,Jilin,Asia,Yongqing,Eastern Asia,,Hebei,Asia,,Eastern Asia,,中俄东线天然气管道,,18830000000,RMB,3012800000,2023-07-20
P4484,Gas,China,China,China,https://www.gem.wiki/China%E2%80%93Russia_East_Pipeline,China–Russia East Pipeline,Phase I,,operating,"National Pipe Network Group North Pipeline Co., Ltd. (100%)",unknown [unknown %],2019,,,,,38,,bcm/y,38,612476.71,1067,1045.59,1067,1422,mm,Power of Siberia Gas Pipeline,,Heihe,Heilongjiang,Asia,Changling,Eastern Asia,,Jilin,Asia,,Eastern Asia,,中俄东线天然气管道,,19275000000,RMB,3084000000,2023-07-20
P4485,Gas,China,China,China,https://www.gem.wiki/China%E2%80%93Russia_East_Pipeline,China–Russia East Pipeline,Changling-Changchun Branch,low,operating,"National Pipe Network Group North Pipeline Co., Ltd. (100%)",unknown [unknown %],2019,,,,,11.4,,bcm/y,11.4,183743.01,109,104.37,109,1016,mm,,Changling,Siping,Jilin,Asia,Dehui,Eastern Asia,,Jilin,Asia,,Eastern Asia,,中俄东线天然气管道,,,,--,2023-07-20
P4486,Gas,China,China,China,https://www.gem.wiki/China%E2%80%93Russia_East_Pipeline,China–Russia East Pipeline,Phase III,,operating,"Construction Project Management Branch of China National Petroleum Pipeline Network Group Co., Ltd. (100%)",unknown [unknown %],2022,,,,,38,,bcm/y,38,612476.71,1480,1195.48,1480,1509,mm,Power of Siberia Gas Pipeline,Yongqing,Langfang,Hebei,Asia,Baihe,Eastern Asia,,Shanghai,Asia,,Eastern Asia,,中俄东线天然气管道,,3100000000,RMB,496000000,2023-07-16
P4487,Gas,China,China,China,https://www.gem.wiki/Guangxi_Gas_Pipeline_Network,Guangxi Gas Pipeline Network,Nanning-Qinzhou Branch Pipeline,,operating,"National Pipe Network Group Southwest Pipeline Co., Ltd. (100%)",unknown [unknown %],2014,,,,,1.44,,bcm/y,1.44,23209.64,141,85.2,141,813,mm,,,Nanning,Guangxi,Asia,,Eastern Asia,Qinzhou,Guangxi,Asia,,Eastern Asia,,中缅油气管道,,,,--,2023-09-19
P4488,Gas,China,China,"Myanmar, China",https://www.gem.wiki/Sino-Myanmar_Gas_Pipeline,Sino-Myanmar Gas Pipeline,Xincheng-Guilin Branch Pipeline,,operating,"National Pipe Network Group Southwest Pipeline Co., Ltd. (100%)",unknown [unknown %],2014,,,,,0.73,,bcm/y,0.73,11766,202,183.04,202,457,mm,,Xincheng,Laibin,Guangxi,Asia,,Eastern Asia,Guilin,Guangxi,Asia,,Eastern Asia,,中缅油气管道,,,,--,2023-09-19
P4489,Gas,Myanmar,China,Myanmar,https://www.gem.wiki/Sino-Myanmar_Gas_Pipeline,Sino-Myanmar Gas Pipeline,Trunk line (Burma segment),Shwe Gas Pipeline,operating,"National Pipe Network Group Southwest Pipeline Co., Ltd. (100%)",unknown [unknown %],2013,,,,,13,,bcm/y,13,209531.51,--,849.75,849.75,,,Myanmar's offshore fields,Kyaukpyu,,Rakhine,Asia,,South-eastern Asia,,Guangxi,Asia,Yes,Eastern Asia,,中缅油气管道,,,,--,2022-12-05
P4490,Gas,Myanmar,China,China,https://www.gem.wiki/Sino-Myanmar_Gas_Pipeline,Sino-Myanmar Gas Pipeline,Trunk line (China segment),Shwe Gas Pipeline,operating,"National Pipe Network Group Southwest Pipeline Co., Ltd. (100%)",unknown [unknown %],2013,,,,,13,,bcm/y,13,209531.51,1727,1498.24,1727,1016,mm,Myanmar's offshore fields,Kyaukpyu,,Rakhine,Asia,,South-eastern Asia,,Guangxi,Asia,Yes,Eastern Asia,,中缅油气管道,,1040000000,USD,1040000000,2023-09-19
P4491,Gas,China,China,China,https://www.gem.wiki/Sino-Myanmar_Gas_Pipeline,Yunnan Gas Pipeline Network,Kunming East Branch,,operating,"Yunnan Petro-China Kunlun Gas Co., Ltd. (100%)",unknown [unknown %],2015,,,,,0.9,,bcm/y,0.9,14554.38,98,62.11,98,400,mm,,"Kunming East Distribution Station, Yangjie Town, Xundian County",Kunming,Yunnan,Asia,"Tuomoshan Terminal Station, Economic and Technological Development Zone",Eastern Asia,Kunming,Yunnan,Asia,,Eastern Asia,,中缅油气管道,,,,--,2024-07-08
P4492,Gas,China,China,China,https://www.gem.wiki/Sino-Myanmar_Gas_Pipeline,Yunnan Gas Pipeline Network,Kunming West Branch,,operating,"Yunnan Petro-China Kunlun Gas Co., Ltd. (100%)",unknown [unknown %],2013,,,,,0.69,,bcm/y,0.69,11121.29,34.3,26.15,34.3,300,mm,,Kunming West Distribution Station,Kunming,Yunnan,Asia,"Bijiguan Terminal Station,  Xishan District",Eastern Asia,Kunming,Yunnan,Asia,,Eastern Asia,,中缅油气管道,,,,--,2024-07-08
P4493,Gas,China,China,China,https://www.gem.wiki/Sino-Myanmar_Gas_Pipeline,Sino-Myanmar Gas Pipeline,Lufeng–Yuxi Branch Pipeline,,operating,"National Pipe Network Group Southwest Pipeline Co., Ltd. (100%)",unknown [unknown %],2013,,,,,1.52,,bcm/y,1.52,24499.07,106,113.58,106,,,Sino-Myanmar Gas Pipeline,Lufeng,Chuxiong,Yunnan,Asia,,Eastern Asia,Yuxi,Yunnan,Asia,,Eastern Asia,,中缅输气管道,,,,--,2023-09-21
P4494,Gas,China,China,China,https://www.gem.wiki/Sino-Myanmar_Gas_Pipeline,Sino-Myanmar Gas Pipeline,Midu–Dali–Lijiang Branch Pipeline,,operating,"National Pipe Network Group Southwest Pipeline Co., Ltd. (100%)",unknown [unknown %],2017,,,,,0.16,,bcm/y,0.16,2578.85,201,171.51,201,219.1,mm,Sino-Myanmar Gas Pipeline,Midu County,Dali,Yunnan,Asia,,Eastern Asia,Lijiang,Yunnan,Asia,,Eastern Asia,,中缅输气管道,,,,--,2023-09-21
P4495,Gas,China,China,China,https://www.gem.wiki/Sino-Myanmar_Gas_Pipeline,Sino-Myanmar Gas Pipeline,Panzhihua-Liangshan Gas Pipeline,,proposed,"National Pipe Network Group Southwest Pipeline Co., Ltd. (100%)",unknown [unknown %],,,,,,1,,bcm/y,1,16117.81,148.18,137.28,148.18,457,mm,,Miyi County,Panzhihua,Sichuan,Asia,,Eastern Asia,Liangshan Yi Autonomous Prefecture,Sichuan,Asia,,Eastern Asia,,中缅输气管道,,,,--,2024-07-08
P4496,Gas,China,China,China,https://www.gem.wiki/Zhongwei-Guiyang_Connecting_Pipeline,Zhongwei-Guiyang Connecting Gas Pipeline,Trunk line,,operating,"National Pipe Network Group Southwest Pipeline Co., Ltd. (100%)",unknown [unknown %],2012,,,,,15,,bcm/y,15,241767.12,1613,1294.21,1613,1016,mm,West-East Gas Pipeline 2/Sino-Myanmar Gas Pipeline,,Zhongwei,Ningxia,Asia,,Eastern Asia,Guiyang,Guizhou,Asia,,Eastern Asia,,中贵联络线,,24564000000,RMB,3930240000,2023-09-21
P4497,Gas,China,China,China,https://www.gem.wiki/Zhongwei-Guiyang_Connecting_Pipeline,Zhongwei-Guiyang Connecting Gas Pipeline,Longnan Branch,,operating,"National Pipe Network Group Southwest Pipeline Co., Ltd. (100%)",unknown [unknown %],2016,,,,,0.15,,bcm/y,0.15,2417.67,94,51.83,94,219,mm,,,,Gansu,Asia,,Eastern Asia,,Gansu,Asia,,Eastern Asia,,中贵输气联络线,,,,--,2023-09-21
P4498,Gas,China,China,China,https://www.gem.wiki/Zhongwei-Guiyang_Connecting_Pipeline,Zhongwei-Guiyang Connecting Gas Pipeline,Longxi Branch,,operating,"National Pipe Network Group Southwest Pipeline Co., Ltd. (100%)",unknown [unknown %],2015,,,,,0.2,,bcm/y,0.2,3223.56,144.87,107.32,144.87,219,mm,,,Tianshui,Gansu,Asia,Longxi County,Eastern Asia,Dingxi,Gansu,Asia,,Eastern Asia,,中贵输气联络线,,,,--,2023-09-21
P4499,Gas,China,China,China,https://www.gem.wiki/Zhongwei-Guiyang_Connecting_Pipeline,Zhongwei-Guiyang Connecting Gas Pipeline,Tianshui Branch,,operating,"National Pipe Network Group Southwest Pipeline Co., Ltd. (100%)",unknown [unknown %],2015,,,,,0.5,,bcm/y,0.5,8058.9,51.1,42.18,51.1,273,mm,,"Tianshui Distribution Station, Tianshui Town, Qinzhou District",Tianshui,Gansu,Asia,"Tianshui Terminal Station, Maiji Economic Development Zone",Eastern Asia,Tianshui,Gansu,Asia,,Eastern Asia,,中贵输气联络线,,,,--,2023-09-21
P4500,Gas,China,China,China,https://www.gem.wiki/Yunnan_Gas_Pipeline_Network,Yunnan Gas Pipeline Network,Baoshan–Nujiang Branch,,proposed,Yunnan Energy Investment Group Co Ltd (100%),Yunnan Investment Holding Group Co Ltd [85.80%]; Yuntianhua Group Co Ltd [6.10%]; Yunnan Tin Group (Holding) Co Ltd [0.50%]; Yunnan State-owned Enterprise Reform No. 1 Equity Investment Fund Partnership LP [0.00%]; other [0.00%],,,,,,0.18,,bcm/y,0.18,2901.21,120,74.77,120,,,,Longling County,Baoshan,Yunnan,Asia,Lushui County,Eastern Asia,Nujiang Lisu Autonomous Prefecture,Yunnan,Asia,,Eastern Asia,,云南输气管网,,180000000,RMB,28800000,2024-08-01
P4501,Gas,China,China,China,https://www.gem.wiki/Yunnan_Gas_Pipeline_Network,Yunnan Gas Pipeline Network,Dali–Lincang Branch (Phase I),,operating,"Lincang Nengxun Natural Gas Pipeline Co., Ltd. (100%)",unknown [unknown %],2020,,,,,0.32,,bcm/y,0.32,5157.7,131.8,111.43,131.8,273,mm,,Nanjian County,Dali Bai Autonomous Prefecture,Yunnan,Asia,Fengqing County,Eastern Asia,Lincang,Yunnan,Asia,,Eastern Asia,,云南输气管网,,406000000,RMB,64960000,2023-09-22
P4502,Gas,China,China,China,https://www.gem.wiki/Yunnan_Gas_Pipeline_Network,Yunnan Gas Pipeline Network,Fumin–Changshui Branch,,operating,"Yunnan Natural Gas Co., Ltd. (100%)",unknown [unknown %],2018,,,,,,,,--,--,105.64,54.45,105.64,,,No. 24 valve chamber of Sino-Myanmar Gas Pipeline,"No. 24 valve chamber of Sino-Myanmar Gas Pipeline, Chijiu Township, Fumin County",Kunming,Yunnan,Asia,"Changshui Airport Terminal Station, Bajia Village, Central Yunnan Industrial New Area",Eastern Asia,Kunming,Yunnan,Asia,,Eastern Asia,,云南输气管网,,,,--,2023-09-22
P4503,Gas,China,China,China,https://www.gem.wiki/Yunnan_Gas_Pipeline_Network,Yunnan Gas Pipeline Network,Kaiyuan–Mengzi Branch,,operating,"Honghe Nengtou Natural Gas Industry Development Co., Ltd. (100%)",unknown [unknown %],2024,,,,,0.49,,bcm/y,0.49,7897.73,85,45.07,85,406.4,mm,,Kaiyuan City,Honghe Hani and Yi Autonomous Prefecture,Yunnan,Asia,Mengzi City,Eastern Asia,Honghe Hani and Yi Autonomous Prefecture,Yunnan,Asia,,Eastern Asia,,云南输气管网,,530000000,RMB,84800000,2024-07-08
P4504,Gas,China,China,China,https://www.gem.wiki/Yunnan_Gas_Pipeline_Network,Yunnan Gas Pipeline Network,Lijiang–Diqing Branch,,proposed,Yunnan Energy Investment Group Co Ltd (100%),Yunnan Investment Holding Group Co Ltd [85.80%]; Yuntianhua Group Co Ltd [6.10%]; Yunnan Tin Group (Holding) Co Ltd [0.50%]; Yunnan State-owned Enterprise Reform No. 1 Equity Investment Fund Partnership LP [0.00%]; other [0.00%],,,,,,0.23,,bcm/y,0.23,3707.1,172,119.92,172,300,mm,,Gucheng District,Lijiang,Yunnan,Asia,Shangri-La City,Eastern Asia,Diqing Tibetan Autonomous Prefecture,Yunnan,Asia,,Eastern Asia,,云南输气管网,,261000000,RMB,41760000,2024-08-01
P4505,Gas,China,China,China,https://www.gem.wiki/Yunnan_Gas_Pipeline_Network,Yunnan Gas Pipeline Network,Lincang Fengqing–Lincang Shuangjiang Branch (Phase II),,proposed,"Lincang Nengxun Natural Gas Pipeline Co., Ltd. (100%)",unknown [unknown %],,,,,,,,,--,--,172,117.43,172,273,mm,,,,Yunnan,Asia,,Eastern Asia,,Yunnan,Asia,,Eastern Asia,,云南输气管网,,500000000,RMB,80000000,2024-08-01
P4506,Gas,China,China,China,https://www.gem.wiki/Yunnan_Gas_Pipeline_Network,Yunnan Gas Pipeline Network,Lubiao-Yimen Branch,,operating,"Yuxi Nengtou Natural Gas Industry Development Co., Ltd. (100%)",unknown [unknown %],2019,,,,,0.45,,bcm/y,0.45,7253.01,32,34.86,32,300,mm,Valve Room No. 1 of the Yuxi Branch of Sino-Myanmar Gas Pipeline,"Valve Room No. 1 of the Yuxi Branch of Sino-Myanmar Gas Pipeline, Baiyi Village, Luyi Town, Anning City",Kunming,Yunnan,Asia,"Maizitian Village, Longquan Street, Yimen County",Eastern Asia,Yuxi,Yunnan,Asia,,Eastern Asia,,云南输气管网,,204000000,RMB,32640000,2023-09-22
P4507,Gas,China,China,China,https://www.gem.wiki/Yunnan_Gas_Pipeline_Network,Yunnan Gas Pipeline Network,Luxi-Shizong-Luoping Branch,,proposed,"Yunnan Natural Gas Co., Ltd. (100%)",unknown [unknown %],,,,,,0.35,,bcm/y,0.35,5641.23,88.28,80.3,88.28,323.9,mm,,"Benzhai Village, Zhuji Town, Shizong County",Qujing,Yunnan,Asia,"Sandaogou Village, Jiulong Street, Luoping County",Eastern Asia,Qujing,Yunnan,Asia,,Eastern Asia,,云南输气管网,,384540000,RMB,61526400,2024-08-01
P4508,Gas,China,China,China,https://www.gem.wiki/Yunnan_Gas_Pipeline_Network,Yunnan Gas Pipeline Network,Luxi–Mile–Kaiyuan Branch,,operating,"Honghe Nengtou Natural Gas Industry Development Co., Ltd. (100%)",unknown [unknown %],2022,,,,,0.6,,bcm/y,0.6,9670.68,156.83,124.93,156.83,406.4,mm,Zhanyi–Luliang Branch,Luliang County,Qujing,Yunnan,Asia,"Kaiyuan Terminal Station, Kaiyuan City",Eastern Asia,Honghe Hani and Yi Autonomous Prefecture,Yunnan,Asia,,Eastern Asia,,云南输气管网,,593000000,RMB,94880000,2023-09-22
P4509,Gas,China,China,China,https://www.gem.wiki/Yunnan_Gas_Pipeline_Network,Yunnan Gas Pipeline Network,Mengzi–Wenshan Branch,,operating,"Honghe Nengtou Natural Gas Industry Development Co., Ltd. (100%)",unknown [unknown %],2023,,,,,0.49,,bcm/y,0.49,7897.73,85,85.45,85,273.1,mm,,Mengzi City,Honghe Hani and Yi Autonomous Prefecture,Yunnan,Asia,Wenshan City,Eastern Asia,Wenshan Zhuang and Miao Autonomous Prefecture,Yunnan,Asia,,Eastern Asia,,云南输气管网,,,,--,2023-09-22
P4510,Gas,China,China,China,https://www.gem.wiki/Yunnan_Gas_Pipeline_Network,Yunnan Gas Pipeline Network,Pu'er–Banna Branch,,proposed,--,unknown [unknown %],,,,,,0.55,,bcm/y,0.55,8864.79,126,87.86,126,,,,,Pu'er,Yunnan,Asia,Jinghong,Eastern Asia,,Yunnan,Asia,,Eastern Asia,,云南输气管网,,,,--,2024-08-01
