ProjectID,Fuel,StartCountry,EndCountry,Countries,Wiki,PipelineName,SegmentName,OtherEnglishNames,Status,Owner,Parent,StartYear1,StartYear2,StartYear3,StopYear,ShelvedYear,Capacity,CancelledYear,CapacityUnits,CapacityBcm/y,CapacityBOEd,LengthKnownKm,LengthEstimateKm,LengthMergedKm,Diameter,DiameterUnits,FuelSource,StartLocation,StartPrefecture/District,StartState/Province,StartRegion,EndLocation,StartSubRegion,EndPrefecture/District,EndState/Province,EndRegion,FIDStatus,EndSubRegion,FIDYear,OtherLanguagePrimaryPipelineName,OtherLanguageSegmentName,Cost,CostUnits,CostUSD,LastUpdated
P4326,Gas,Slovenia,Italy,Slovenia,https://gem.wiki/Rogatec–Gorizia_Gas_Pipeline,Rogatec–Gorizia Gas Pipeline,Vodice-Gorizia,,operating,Plinovodi d.o.o. (100%),Plinhold doo [100.00%],,,,,,53,,GWh/d,1.91,30851.89,--,91.4,91.4,"800, 200",mm,,Rogatec,,,Europe,Gorizia,Southern Europe,,,Europe,,Southern Europe,,,,,,--,2022-08-29
P4327,Gas,Slovenia,Slovenia,Slovenia,https://www.gem.wiki/Adjovscina-Koper_Gas_Pipeline,Adjovscina-Koper Gas Pipeline,,,proposed,Plinovodi d.o.o. (100%),Plinhold doo [100.00%],2027,,,,,,,,--,--,--,46.66,46.66,,,,Adjovscina,,,Europe,Koper,Southern Europe,,,Europe,FID,Southern Europe,2023,,,,,--,2023-07-24
P4328,Gas,Slovenia,Slovenia,Slovenia,https://www.gem.wiki/Rogatec-Cersak_Gas_Pipeline,Rogatec-Cersak Gas Pipeline,,,operating,Plinovodi d.o.o. (100%),Plinhold doo [100.00%],,,,,,147,,GWh/d,5.31,85570.33,--,54.02,54.02,,,,Rogatec,,,Europe,Cersak,Southern Europe,,,Europe,,Southern Europe,,,,,,--,2022-08-29
P4329,Gas,Slovenia,Slovenia,Slovenia,https://www.gem.wiki/Rogatec-Novo_Mesto_Gas_Pipeline,Rogatec-Novo Mesto Gas Pipeline,,,operating,Plinovodi d.o.o. (100%),Plinhold doo [100.00%],,,,,,,,,--,--,--,75.33,75.33,,,,Rogatec,,,Europe,Novo Mesto,Southern Europe,,,Europe,,Southern Europe,,,,,,--,2022-08-29
P4330,Gas,Slovenia,Slovenia,Slovenia,https://www.gem.wiki/Vodice-Jesenice_Gas_Pipeline,Vodice-Jesenice Gas Pipeline,,,operating,Plinovodi d.o.o. (100%),Plinhold doo [100.00%],,,,,,,,,--,--,--,44.49,44.49,,,,Vodice,,,Europe,Jesenice,Southern Europe,,,Europe,,Southern Europe,,,,,,--,2022-08-29
P4331,Gas,Slovenia,Croatia,"Slovenia, Croatia",https://www.gem.wiki/Kalce-Kastav_Gas_Pipeline,Kalce-Kastav Gas Pipeline,,,proposed,Plinovodi d.o.o. (100%),Plinhold doo [100.00%],2024,,,,,,,,--,--,--,62.95,62.95,,,,Kalce,,,Europe,Kastav,Southern Europe,,,Europe,,Southern Europe,,,,,,--,2024-04-08
P4333,Gas,Slovenia,Hungary,"Hungary, Croatia",https://www.gem.wiki/Donje_Mijolac-Bata_Gas_Pipeline,Donje Mijolac-Bata Gas Pipeline,,,operating,Plinovodi d.o.o. (100%),Plinhold doo [100.00%],,,,,,,,,--,--,--,72.78,72.78,,,,Donje Mijolac,,,Europe,Bata,Southern Europe,,,Europe,,Eastern Europe,,,,,,--,2022-08-30
P4334,Gas,Hungary,Hungary,Slovakia,https://www.gem.wiki/Vecses-Kecskemet_Gas_Pipeline,Vecses-Kecskemet Gas Pipeline,,,operating,eustream (100%),Slovenský plynárenský priemysel AS [51.00%]; Slovak Gas Holding BV [49.00%],,,,,,,,,--,--,--,76.38,76.38,,,,Vecses,,,Europe,Kecskemet,Eastern Europe,,,Europe,,Eastern Europe,,,,,,--,2022-08-31
P4335,Gas,Austria,Switzerland,"Austria, Switzerland",https://www.gem.wiki/Hoscht-St.Magrethen_Gas_Pipeline,Hoscht-St.Magrethen Gas Pipeline,,,operating,Gas Connect Austria GmbH; Erdgas Ostschweitz AG,Allianz SE [unknown %]; City of St. Gallen [unknown %]; Energie 360° AG [unknown %]; Snam SpA [unknown %]; Verbund AG [unknown %],,,,,,,,,--,--,--,6.01,6.01,,,,Hoscht,,,Europe,St.Magrethen,Western Europe,,,Europe,,Western Europe,,,,,,--,2023-07-12
P4336,Gas,Switzerland,Switzerland,"Austria, Switzerland",,Lindau-Daleu Gas Pipeline,,,operating,Gas Connect Austria GmbH (100%),Verbund AG [51.00%]; Allianz SE [29.40%]; Snam SpA [19.60%],,,,,,,,,--,--,--,66.98,66.98,,,,Lindau,,,Europe,Daleu,Western Europe,,,Europe,,Western Europe,,,,,,--,2022-08-31
P4337,Gas,Austria,Switzerland,"Austria, Switzerland",https://www.gem.wiki/Rankweil-Lienz_Gas_Pipeline,Rankweil-Lienz Gas Pipeline,,,operating,Gas Connect Austria GmbH; Erdgas Ostschweitz AG,Allianz SE [unknown %]; City of St. Gallen [unknown %]; Energie 360° AG [unknown %]; Snam SpA [unknown %]; Verbund AG [unknown %],,,,,,,,,--,--,--,8.35,8.35,,,,Rankweil,,,Europe,Lienz,Western Europe,,,Europe,,Western Europe,,,,,,--,2023-07-12
P4338,Gas,Switzerland,Switzerland,Switzerland,https://www.gem.wiki/Solothurn-Zurich_Gas_Pipeline,Solothurn-Zurich Gas Pipeline,,,operating,Erdgas Ostschweitz AG (100%),Energie 360° AG [66.00%]; City of St. Gallen [7.00%],,,,,,,,,--,--,--,90.47,90.47,,,,Solothurn,,,Europe,Zurich,Western Europe,,,Europe,,Western Europe,,,,,,--,2023-07-12
P4339,Gas,Switzerland,Switzerland,Switzerland,https://www.gem.wiki/Zurich-Chur_Gas_Pipeline,Zurich-Chur Gas Pipeline,,,operating,Erdgas Ostschweitz AG (100%),Energie 360° AG [66.00%]; City of St. Gallen [7.00%],,,,,,,,,--,--,--,171.54,171.54,,,,Zurich,,,Europe,Chur,Western Europe,,,Europe,,Western Europe,,,,,,--,2023-07-12
P4340,Gas,Romania,Bulgaria,"Romania, Bulgaria",https://www.gem.wiki/Gas_Interconnector_Bulgaria-Romania,Gas Interconnector Bulgaria-Romania,,IBR,operating,SNTGN Transgaz SA; Bulgartransgaz,Bulgarian Energy Holding EAD [unknown %]; Transgaz SA [unknown %],2013,,,,,1.5,,bcm/y,1.5,24176.71,30,70.76,30,500,mm,,Giurgiu,,,Europe,Ruse,Eastern Europe,,,Europe,,Eastern Europe,,,,27600000,EUR,30084000,2022-09-01
P4341,Gas,Romania,Romania,Romania,https://www.gem.wiki/Romanian_National_Transmission_System,Romanian National Transmission System,Silistea-Onesti,,operating,SNTGN Transgaz SA (100%),Transgaz SA [100.00%],,,,,,,,,--,--,--,147.92,147.92,,,,Silistea,,,Europe,Onesti,Eastern Europe,,,Europe,,Eastern Europe,,,,,,--,2022-09-01
P4342,Gas,Romania,Romania,Romania,https://www.gem.wiki/Romanian_National_Transmission_System,Romanian National Transmission System,Onesti-Coroi,,operating,SNTGN Transgaz SA (100%),Transgaz SA [100.00%],,,,,,,,,--,--,--,175.16,175.16,,,,Onesti,,,Europe,Coroi,Eastern Europe,,,Europe,,Eastern Europe,,,,,,--,2022-09-01
P4343,Gas,Romania,Romania,Romania,https://www.gem.wiki/Romanian_National_Transmission_System,Romanian National Transmission System,Coroi-Jupa,,operating,SNTGN Transgaz SA (100%),Transgaz SA [100.00%],,,,,,,,,--,--,--,216.97,216.97,,,,Coroi,,,Europe,Jupa,Eastern Europe,,,Europe,,Eastern Europe,,,,,,--,2022-09-01
P4344,Gas,Romania,Romania,Romania,https://www.gem.wiki/Romanian_National_Transmission_System,Romanian National Transmission System,Jupa-Podisor,,operating,SNTGN Transgaz SA (100%),Transgaz SA [100.00%],,,,,,,,,--,--,--,347.81,347.81,,,,Jupa,,,Europe,Podisor,Eastern Europe,,,Europe,,Eastern Europe,,,,,,--,2022-09-01
P4345,Gas,Romania,Romania,Romania,https://www.gem.wiki/Romanian_National_Transmission_System,Romanian National Transmission System,Coroi-Satu,,operating,SNTGN Transgaz SA (100%),Transgaz SA [100.00%],,,,,,,,,--,--,--,239.69,239.69,,,,Coroi,,,Europe,Satu,Eastern Europe,,,Europe,,Eastern Europe,,,,,,--,2022-09-01
P4346,Gas,Romania,Romania,Romania,https://www.gem.wiki/Romanian_National_Transmission_System,Romanian National Transmission System,Podisor-Silistea,,operating,SNTGN Transgaz SA (100%),Transgaz SA [100.00%],,,,,,,,,--,--,--,203.85,203.85,,,,Podisor,,,Europe,Silistea,Eastern Europe,,,Europe,,Eastern Europe,,,,,,--,2022-09-01
P4347,Gas,Romania,Romania,Romania,https://www.gem.wiki/Romanian_National_Transmission_System,Romanian National Transmission System,Coroi-Podisor,,operating,SNTGN Transgaz SA (100%),Transgaz SA [100.00%],,,,,,,,,--,--,--,270.46,270.46,,,,Coroi,,,Europe,Podisor,Eastern Europe,,,Europe,,Eastern Europe,,,,,,--,2022-09-02
P4348,Gas,Ireland,Ireland,Ireland,https://www.gem.wiki/Gormansten-Arklow_Gas_Pipeline,Gormansten-Arklow Gas Pipeline,,,operating,Gas Networks Ireland (100%),Ervia [100.00%],,,,,,,,,--,--,--,98.98,98.98,,,,Gormansten,,,Europe,Arklow,Northern Europe,,,Europe,,Northern Europe,,,,,,--,2022-09-07
P4349,Gas,Romania,Romania,Romania,https://www.gem.wiki/Romanian_National_Transmission_System,Romanian National Transmission System,Onesti-Letcani,,operating,SNTGN Transgaz SA (100%),Transgaz SA [100.00%],,,,,,,,,--,--,--,166.9,166.9,,,,Onesti,,,Europe,Letcani,Eastern Europe,,,Europe,,Eastern Europe,,,,,,--,2022-09-07
P4350,Gas,Türkiye,Türkiye,Türkiye,https://www.gem.wiki/Karacabey-Izmit_Gas_Pipeline,Karacabey-Izmit Gas Pipeline,,,operating,BOTAŞ (100%),BOTAŞ AŞ [100.00%],,,,,,,,,--,--,--,232.68,232.68,,,,Karacabey,,,Asia,Izmit,Western Asia,,,Asia,,Western Asia,,,,,,--,2022-09-08
P4351,Gas,Türkiye,Türkiye,Türkiye,https://www.gem.wiki/Duzce-Sungurlu_Gas_Pipeline,Duzce-Sungurlu Gas Pipeline,,,operating,BOTAŞ (100%),BOTAŞ AŞ [100.00%],,,,,,,,,--,--,--,318.13,318.13,,,,Duzce,,,Asia,Sungurlu,Western Asia,,,Asia,,Western Asia,,,,,,--,2022-09-12
P4352,Gas,Türkiye,Türkiye,Türkiye,https://www.gem.wiki/Godas-Siirt_Gas_Pipeline,Godas-Siirt Gas Pipeline,,,operating,BOTAŞ (100%),BOTAŞ AŞ [100.00%],,,,,,,,,--,--,--,412.23,412.23,,,,Godas,,,Asia,Siirt,Western Asia,,,Asia,,Western Asia,,,,,,--,2022-09-12
P4353,Gas,Türkiye,Türkiye,Türkiye,https://www.gem.wiki/Konya-Kirsehir_Gas_Pipeline,Konya-Kirsehir Gas Pipeline,,,operating,BOTAŞ (100%),BOTAŞ AŞ [100.00%],,,,,,,,,--,--,--,226.95,226.95,,,,Konya,,,Asia,Kirsehir,Western Asia,,,Asia,,Western Asia,,,,,,--,2022-09-12
P4354,Gas,Türkiye,Türkiye,Türkiye,https://www.gem.wiki/Sacarya-Baklan_Gas_Pipeline,Sacarya-Baklan Gas Pipeline,,,operating,BOTAŞ (100%),BOTAŞ AŞ [100.00%],,,,,,,,,--,--,--,354.49,354.49,,,,Sacarya,,,Asia,Baklan,Western Asia,,,Asia,,Western Asia,,,,,,--,2022-09-12
P4355,Gas,Türkiye,Türkiye,Türkiye,https://www.gem.wiki/Sarikali-Karacabey_Gas_Pipeline,Sarikali-Karacabey Gas Pipeline,,,operating,BOTAŞ (100%),BOTAŞ AŞ [100.00%],,,,,,,,,--,--,--,196.33,196.33,,,,Sarikali,,,Asia,Karacabey,Western Asia,,,Asia,,Western Asia,,,,,,--,2022-09-12
P4357,Gas,Poland,Poland,Poland,https://www.gem.wiki/Odolanow-Latynia_Gas_Pipeline,Odolanow-Latynia Gas Pipeline,,,operating,Gaz-System (100%),Operator Gazociagow Przesylowych GAZ-SYSTEM SP zoo [100.00%],,,,,,,,,--,--,--,113.36,113.36,,,,Odolanow,,,Europe,Latynia,Eastern Europe,,,Europe,,Eastern Europe,,,,,,--,2022-09-14
P4358,Gas,Poland,Poland,Poland,https://www.gem.wiki/Pelczyce-Poznan_Gas_Pipeline,Pelczyce-Poznan Gas Pipeline,,,operating,Gaz-System (100%),Operator Gazociagow Przesylowych GAZ-SYSTEM SP zoo [100.00%],,,,,,,,,--,--,--,211.36,211.36,,,,Pelczyce,,,Europe,Poznan,Eastern Europe,,,Europe,,Eastern Europe,,,,,,--,2022-09-14
P4359,Gas,Poland,Poland,Poland,https://www.gem.wiki/Poznan-Krobia_Gas_Pipeline,Poznan-Krobia Gas Pipeline,,,operating,Gaz-System (100%),Operator Gazociagow Przesylowych GAZ-SYSTEM SP zoo [100.00%],,,,,,,,,--,--,--,77.66,77.66,,,,Poznan,,,Europe,Krobia,Eastern Europe,,,Europe,,Eastern Europe,,,,,,--,2022-09-14
P4360,Gas,Poland,Poland,Poland,https://www.gem.wiki/Stalowa_Wola-Pogorska_Wola_Gas_Pipeline,Stalowa Wola-Pogorska Wola Gas Pipeline,,,operating,Gaz-System (100%),Operator Gazociagow Przesylowych GAZ-SYSTEM SP zoo [100.00%],,,,,,,,,--,--,--,142.25,142.25,,,,Stalowa Wola,,,Europe,Pogorska Wola,Eastern Europe,,,Europe,,Eastern Europe,,,,,,--,2022-09-14
P4361,Gas,Greece,Greece,Greece,https://www.gem.wiki/High_Pressure_Pipeline_to_West_Macedonia,High Pressure Pipeline to West Macedonia,Trikala-Ptolemaida,,construction,DESFA S.A. (100%),Snam SpA [36.20%]; Government of Greece [34.00%]; Enagas Internacional SLU [12.10%]; Fluxys Europe SA [12.10%]; DAMCO Energy SA [6.70%],2023,,,,,0.5,,bcm/y,0.5,8058.9,97,94.47,97,30,in,,Trikala,,,Europe,Ptolemaida,Southern Europe,,,Europe,FID,Southern Europe,2021,,,110000000,EUR,119900000,2023-08-08
P4362,Gas,Greece,Greece,Greece,https://www.gem.wiki/Megalopoli-Patras_Gas_Pipeline,Megalopoli-Patras Gas Pipeline,,,proposed,DESFA S.A. (100%),Snam SpA [36.20%]; Government of Greece [34.00%]; Enagas Internacional SLU [12.10%]; Fluxys Europe SA [12.10%]; DAMCO Energy SA [6.70%],2026,,,,,,,,--,--,140,127.09,140,20,in,,Megalopoli,,,Europe,Patras,Southern Europe,,,Europe,Pre-FID,Southern Europe,2023,,,85000000,EUR,92650000,2023-08-08
P4363,Gas,Greece,Greece,Greece,https://www.gem.wiki/High_Pressure_Pipeline_to_West_Macedonia,High Pressure Pipeline to West Macedonia,Perdika-Ioanna,,construction,DESFA S.A. (100%),Snam SpA [36.20%]; Government of Greece [34.00%]; Enagas Internacional SLU [12.10%]; Fluxys Europe SA [12.10%]; DAMCO Energy SA [6.70%],2023,,,,,0.5,,bcm/y,0.5,8058.9,66,173.71,66,30,in,,Perdika,,,Europe,Ioanna,Southern Europe,,,Europe,FID,Southern Europe,2021,,,,,--,2023-08-08
P4364,Gas,Greece,Greece,Greece,https://www.gem.wiki/Thiva-Megalopoli_Gas_Pipeline,Thiva-Megalopoli Gas Pipeline,,,operating,DESFA S.A. (100%),Snam SpA [36.20%]; Government of Greece [34.00%]; Enagas Internacional SLU [12.10%]; Fluxys Europe SA [12.10%]; DAMCO Energy SA [6.70%],,,,,,,,,--,--,--,208.36,208.36,,,,Thiva,,,Europe,Megalopoli,Southern Europe,,,Europe,,Southern Europe,,,,,,--,2023-09-05
P4365,Gas,Serbia,Serbia,Serbia,https://www.gem.wiki/Apatin-Paracin_Gas_Pipeline,Apatin-Paracin Gas Pipeline,Gospodinci-Batajnica,,operating,Srbijagas (100%),Srbijagas JP [100.00%],,,,,,,,,--,--,--,62.93,62.93,30,in,,Gospodinci,,,Europe,Batajnica,Southern Europe,,,Europe,,Southern Europe,,,,,,--,2022-09-16
P4366,Gas,Serbia,Serbia,Serbia,https://www.gem.wiki/Apatin-Paracin_Gas_Pipeline,Apatin-Paracin Gas Pipeline,Batajnica-Paracin,,operating,Srbijagas (100%),Srbijagas JP [100.00%],,,,,,,,,--,--,--,172.77,172.77,"24, 18",in,,Batajnica,,,Europe,Paracin,Southern Europe,,,Europe,,Southern Europe,,,,,,--,2022-09-16
P4367,Gas,Serbia,Serbia,Serbia,https://www.gem.wiki/Batajnica-Velika_Gas_Pipeline,Batajnica-Velika Gas Pipeline,,,operating,Srbijagas (100%),Srbijagas JP [100.00%],,,,,,,,,--,--,--,98.52,98.52,12,in,,Batajnica,,,Europe,Velika,Southern Europe,,,Europe,,Southern Europe,,,,,,--,2022-09-16
P4368,Gas,Serbia,Serbia,Serbia,https://www.gem.wiki/Horgos-Gospodinci_Gas_Pipeline,Horgos-Gospodinci Gas Pipeline,,,operating,Srbijagas (100%),Srbijagas JP [100.00%],,,,,,,,,--,--,--,87.23,87.23,30,in,,Horgos,,,Europe,Gospodinci,Southern Europe,,,Europe,,Southern Europe,,,,,,--,2022-09-16
P4369,Gas,Serbia,Serbia,Serbia,https://www.gem.wiki/Pancevo-Horgos_Gas_Pipeline,Pancevo-Horgos Gas Pipeline,Pancevo-Elemir,,operating,Srbijagas (100%),Srbijagas JP [100.00%],,,,,,,,,--,--,--,122.49,122.49,12.5,in,,Pancevo,,,Europe,Elemir,Southern Europe,,,Europe,,Southern Europe,,,,,,--,2022-09-16
P4370,Gas,Serbia,Serbia,Serbia,https://www.gem.wiki/Pancevo-Horgos_Gas_Pipeline,Pancevo-Horgos Gas Pipeline,Elemir-Horgos,,operating,Srbijagas (100%),Srbijagas JP [100.00%],,,,,,,,,--,--,--,113.74,113.74,"30, 28",in,,Elemir,,,Europe,Horgos,Southern Europe,,,Europe,,Southern Europe,,,,,,--,2022-09-16
P4371,Gas,Kosovo,Kosovo,Serbia,https://www.gem.wiki/Pojate-Leskovac_Gas_Pipeline,Pojate-Leskovac Gas Pipeline,,,operating,Yugorosgas (100%),Gazprom PJSC [75.00%]; Srbijagas JP [unknown %],,,,,,,,,--,--,117.6,109.11,117.6,530,mm,,Pojate,,,Europe,Leskovac,Southern Europe,,,Europe,,Southern Europe,,,,,,--,2022-09-16
P4372,Gas,Serbia,Serbia,Serbia,https://www.gem.wiki/Prahovo-Nis_Gas_Pipeline,Prahovo-Nis Gas Pipeline,,,proposed,Yugorosgas (100%),Gazprom PJSC [75.00%]; Srbijagas JP [unknown %],,,,,,,,,--,--,--,145.19,145.19,"20, 10",in,,Prahovo,,,Europe,Nis,Southern Europe,,,Europe,,Southern Europe,,,,,,--,2023-07-25
P4373,Gas,Serbia,Kosovo,"Serbia, Kosovo",https://www.gem.wiki/Serbia-Kosovo-Montenegro_Gas_Interconnector,Serbia-Kosovo-Montenegro Gas Interconnector,Serbia-Kosovo,,proposed,Srbijagas (100%),Srbijagas JP [100.00%],,,,,,,,,--,--,114,103.02,114,"20, 10",in,,Nis,,,Europe,Muhazobi,Southern Europe,,,Europe,,Southern Europe,,,,110000000,EUR,119900000,2023-07-25
P4374,Gas,Kosovo,Montenegro,"Kosovo, Montenegro",https://www.gem.wiki/Serbia-Kosovo-Montenegro_Gas_Interconnector,Serbia-Kosovo-Montenegro Gas Interconnector,Kosovo-Montenegro,,proposed,Srbijagas (100%),Srbijagas JP [100.00%],,,,,,,,,--,--,--,109.72,109.72,"20, 10",in,,Perellace,,,Europe,Krcevo,Southern Europe,,,Europe,,Southern Europe,,,,,,--,2023-07-31
P4375,Gas,Qatar,Qatar,Qatar,https://www.gem.wiki/Qatargas_LNG_Terminals_Gas_Pipelines,Qatargas LNG Terminals Gas Pipelines,Qatargas 2 Pipeline 2,,operating,Qatargas (100%),QatarEnergy [unknown %],2009,,,,,3200,,MMcf/d,32.7,527116.8,--,--,--,38,in,,,,,Asia,,Western Asia,,,Asia,,Western Asia,,,,,,--,2022-09-19
P4376,Gas,Qatar,Qatar,Qatar,https://www.gem.wiki/Qatargas_LNG_Terminals_Gas_Pipelines,Qatargas LNG Terminals Gas Pipelines,Qatargas 3 Pipeline,,operating,Qatargas (100%),QatarEnergy [unknown %],2010,,,,,3200,,MMcf/d,32.7,527116.8,--,--,--,38,in,,,,,Asia,,Western Asia,,,Asia,,Western Asia,,,,,,--,2022-09-19
P4377,Gas,Qatar,Qatar,Qatar,https://www.gem.wiki/Qatargas_LNG_Terminals_Gas_Pipelines,Qatargas LNG Terminals Gas Pipelines,Qatargas 4 Pipeline,,operating,Qatargas (100%),QatarEnergy [unknown %],2011,,,,,3200,,MMcf/d,32.7,527116.8,--,--,--,38,in,,,,,Asia,,Western Asia,,,Asia,,Western Asia,,,,,,--,2022-09-19
P4378,Gas,Estonia,Estonia,Estonia,,Kohtala-Jarve-Vuli Gas Pipeline,,,operating,Elering (100%),Elering AS [100.00%],,,,,,,,,--,--,--,64.45,64.45,,,,Kohtala-Jarve,,,Europe,Vuli,Northern Europe,,,Europe,,Northern Europe,,,,,,--,2022-09-20
P4379,Gas,United States,United States,United States,https://www.gem.wiki/ADCC_Pipeline,ADCC Pipeline,,,proposed,Cheniere Energy; Whistler Pipeline LLC,Cheniere Energy Inc [unknown %]; First Infrastructure Capital Advisors LLC [unknown %]; MPLX LP [unknown %]; Stonepeak Partners LP [unknown %]; West Texas Gas Inc [unknown %],2024,,,,,1700,,MMcf/d,17.37,280030.8,--,--,--,42,in,Whistler Pipeline,Agua Dulce,,Texas,Americas,Corpus Christi,Northern America,,Texas,Americas,,Northern America,,,,,,--,2023-07-28
P4380,Gas,United States,United States,United States,https://www.gem.wiki/ANR_Gas_Pipeline,ANR Gas Pipeline,,,proposed,--,unknown [unknown %],2024,,,,,0,,MMcf/d,0,0,0.57,--,0.57,24,in,,,,Iowa,Americas,,Northern America,,Iowa,Americas,,Northern America,,,,4000000,USD,4000000,2022-09-27
P4381,Gas,United States,United States,United States,https://www.gem.wiki/Carolina_Gas_Transmission,Carolina Gas Transmission,Columbia to Eastover Pipeline,,operating,Carolina Gas Transmission LLC (100%),Berkshire Hathaway Inc [91.10%]; unknown [8.90%],2016,,,,,18,,MMcf/d,0.18,2965.03,46.67,--,46.67,8,in,,,,South Carolina,Americas,,Northern America,,South Carolina,Americas,,Northern America,,,,,,--,2022-09-27
P4382,Gas,United States,United States,United States,https://www.gem.wiki/Carolina_Gas_Transmission,Carolina Gas Transmission,Transco to Charleston Project,,operating,Carolina Gas Transmission LLC (100%),Berkshire Hathaway Inc [91.10%]; unknown [8.90%],2018,,,,,80,,MMcf/d,0.82,13177.92,88.51,--,88.51,12,in,,,,South Carolina,Americas,,Northern America,,South Carolina,Americas,,Northern America,,,,,,--,2022-09-27
P4401,Gas,Iraq,Iraq,Iraq,https://www.gem.wiki/Okaz_Gas_Pipeline,Okaz Gas Pipeline,,,operating,Iraq Ministry of Oil (100%),Ministry of Oil (Iraq) [100.00%],2023,,,,,60,,MMcf/d,0.61,9883.44,30,--,30,,,Okaz field,,,Anbar,Asia,Okaz,Western Asia,,Anbar,Asia,,Western Asia,,,,,,--,2023-09-09
P4403,Gas,Greece,Greece,Greece,https://www.gem.wiki/Karperi%E2%80%93Ampelia_Gas_Pipeline,Karperi–Ampelia Gas Pipeline,Hydrogen Ready Expansion,,proposed,DESFA S.A. (100%),Snam SpA [36.20%]; Government of Greece [34.00%]; Enagas Internacional SLU [12.10%]; Fluxys Europe SA [12.10%]; DAMCO Energy SA [6.70%],2030,,,,,17,,,--,--,0,--,0,48,in,,Karperi,,,Europe,Ampelia,Southern Europe,,,Europe,,Southern Europe,,,,,,--,2023-08-08
P4405,Gas,Greece,Greece,Greece,https://www.gem.wiki/Ampelia%E2%80%93Bralos_Gas_Pipeline,Ampelia–Bralos Gas Pipeline,Hydrogen Ready Expansion,,proposed,DESFA S.A. (100%),Snam SpA [36.20%]; Government of Greece [34.00%]; Enagas Internacional SLU [12.10%]; Fluxys Europe SA [12.10%]; DAMCO Energy SA [6.70%],2030,,,,,12,,,--,--,0,--,0,48,in,,Ampelia,,,Europe,Bralos,Southern Europe,,,Europe,,Southern Europe,,,,,,--,2023-08-08
P4406,Gas,Greece,Greece,Greece,https://www.gem.wiki/Bralos%E2%80%93Aliartos_Gas_Pipeline,Bralos–Aliartos Gas Pipeline,Hydrogen Ready Expansion,,proposed,DESFA S.A. (100%),Snam SpA [36.20%]; Government of Greece [34.00%]; Enagas Internacional SLU [12.10%]; Fluxys Europe SA [12.10%]; DAMCO Energy SA [6.70%],2030,,,,,15,,,--,--,0,--,0,48,in,,Bralos,,,Europe,Aliartos,Southern Europe,,,Europe,,Southern Europe,,,,,,--,2023-08-08
P4415,Gas,United States,United States,United States,https://www.gem.wiki/Hill_Lake_Pipeline,Hill Lake Pipeline,,,operating,--,unknown [unknown %],,,,,,300000,,Mcf/d,3.07,49417.2,27.36,--,27.36,20,in,,,,Texas,Americas,,Northern America,,Texas,Americas,,Northern America,,,,,,--,2022-09-29
P4416,Gas,United States,United States,United States,https://www.gem.wiki/Worsham%E2%80%93Steed_Pipeline,Worsham–Steed Pipeline,,,operating,--,unknown [unknown %],2007,,,,,450000,,Mcf/d,4.6,74125.8,96.56,--,96.56,24,in,,,,Texas,Americas,,Northern America,,Texas,Americas,,Northern America,,,,,,--,2022-09-29
P4420,Gas,United States,United States,United States,https://www.gem.wiki/Carolina_Gas_Transmission,Carolina Gas Transmission,Moore–Dorchester Optimization Project,,proposed,Carolina Gas Transmission LLC (100%),Berkshire Hathaway Inc [91.10%]; unknown [8.90%],2022,,,,,10,,MMcf/d,0.1,1647.24,0,--,0,,,,,,South Carolina,Americas,,Northern America,,South Carolina,Americas,,Northern America,,,,5000000,USD,5000000,2022-09-30
P4425,Gas,Spain,Spain,Spain,https://www.gem.wiki/Green_Hysland_Pipeline,Green Hysland Pipeline,,,operating,Enagás; Acciona S.A; CEMEX SAB de CV; Redexis Gas,Acciona SA [unknown %]; Arbejdsmarkedets Tillægspension [unknown %]; CEMEX SAB de CV [unknown %]; CNIC Corp Ltd [unknown %]; Enagás SA [unknown %]; Guoxin Guotong Fund LLP [unknown %]; Universities Superannuation Scheme Ltd [unknown %],2024,,,,,,,,--,--,3.2,22.8,3.2,,,,Cas Tresorer,,Palma,Europe,Lloseta,Southern Europe,,Mallorca,Europe,,Southern Europe,,,,,,--,2024-04-08
P4432,Gas,Italy,Italy,Italy,https://www.gem.wiki/Gagliano-Syracuse_Gas_Pipeline,Gagliano-Syracuse Gas Pipeline,,,proposed,Snam Rete Gas SpA (100%),Snam SpA [100.00%],2030,,,,,,,,--,--,79,106.92,79,36,in,,Gagliano,,,Europe,Syracuse,Southern Europe,,,Europe,,Southern Europe,,,,,,--,2022-10-05
P4446,Gas,United States,United States,United States,https://www.gem.wiki/Columbia_Gas_Transmission,Columbia Gas Transmission,Virginia Electrification Project,,proposed,Columbia Gas Transmission LLC (100%),TC Energy Corp [60.00%]; Global Infrastructure Partners [40.00%],2022,,,,,350,,MMcf/d,3.58,57653.4,0,--,0,,,,,,Virginia,Americas,,Northern America,,Virginia,Americas,,Northern America,,,,142700000,USD,142700000,2022-10-06
P4447,Gas,United States,United States,United States,https://www.gem.wiki/Columbia_Gas_Transmission,Columbia Gas Transmission,Northern Loop Project,,proposed,Columbia Gas Transmission LLC (100%),TC Energy Corp [60.00%]; Global Infrastructure Partners [40.00%],2023,,,,,,,,--,--,22.53,--,22.53,24,in,,,,Pennsylvania,Americas,,Northern America,,Ohio,Americas,,Northern America,,,,104500000,USD,104500000,2022-10-06
