TerminalID,ProjectID,ComboID,Wiki,TerminalName,UnitName,FacilityType,Status,Country,OtherLanguageName,OtherEnglishNames,Owner,Parent,ParentHQCountry,Capacity,CapacityUnits,CapacityInMtpa,CapacityInBcm/y,ProposalYear,ProposalMonth,ConstructionYear,ConstructionMonth,StartYear1,StartMonth1,StartYear2,StartYear3,DelayedStartYear,DelayedStartMonth,Delayed,DelayType,StartYearEarliest,ShelvedYear,CancelledYear,ShelvedCancelledStatusType,StopYear,Location,Region,SubRegion,Prefecture/District,State/Province,Latitude,Longitude,Accuracy,PowerPlantsSupplied,Cost,CostUnits,CostUSD,FIDStatus,FIDYear,Floating,FloatingVesselName,TempFacility,ImportExportOnly,LH2,NH3,E-methane,CCS,LastUpdated
T0216,10,T021610,https://www.gem.wiki/Corpus_Christi_LNG,Corpus Christi LNG Terminal,T10 (Stage 3),Export,Construction,United States,,,"Corpus Christi Liquefaction Stage III, LLC [100.00%]",Cheniere Energy [100.00%],United States,1.64,mtpa,1.64,2.23,,,2022,10,2024,,,,2025,,yes,Confirmed,2025,,,,,Corpus Christi,Americas,Northern America,,Texas,27.91354225,-97.28656287,exact,,1142857143,USD,1142857143,FID,2022,,,,,,,,,2024/5/22
T0216,11,T021611,https://www.gem.wiki/Corpus_Christi_LNG_Terminal,Corpus Christi LNG Terminal,T11 (Stage 3 Expansion),Export,Proposed,United States,,,Cheniere Energy [100.00%],Cheniere Energy [100.00%],United States,1.64,mtpa,1.64,2.23,2022,8,,,2031,,,,,,,,2031,,,,,Corpus Christi,Americas,Northern America,,Texas,27.91354225,-97.28656287,exact,,,,--,Pre-FID,2025,,,,,,,,,2024/5/22
T0216,12,T021612,https://www.gem.wiki/Corpus_Christi_LNG_Terminal,Corpus Christi LNG Terminal,T12 (Stage 3 Expansion),Export,Proposed,United States,,,Cheniere Energy [100.00%],Cheniere Energy [100.00%],United States,1.64,mtpa,1.64,2.23,2022,8,,,2031,,,,,,,,2031,,,,,Corpus Christi,Americas,Northern America,,Texas,27.91354225,-97.28656287,exact,,,,--,Pre-FID,2025,,,,,,,,,2024/5/22
T0217,0,T021700,https://www.gem.wiki/Cove_Point_LNG_Terminal,Cove Point LNG Import Terminal,,Import,Operating,United States,,,"Cove Point LNG, LP [100.00%]",Berkshire Hathaway [75.00%]; Brookfield Infrastructure Partners [25.00%],United States; Canada,13.7,mtpa,13.7,18.63,,,,,1978,,2003,2018,,,,,1978,,,,,Lusby,Americas,Northern America,,Maryland,38.3913422,-76.4045082,exact,,,,--,,,,,,,,,,,2024/7/8
T0217,1,T021701,https://www.gem.wiki/Cove_Point_LNG_Terminal,Cove Point LNG Export Terminal,,Export,Operating,United States,,,"Cove Point LNG, LP [100.00%]",Berkshire Hathaway [75.00%]; Brookfield Infrastructure Partners [25.00%],United States; Canada,5.25,mtpa,5.25,7.14,,,,,2018,,,,,,,,2018,,,,,Lusby,Americas,Northern America,,Maryland,38.3913422,-76.4045082,exact,,4000000000,USD,4000000000,,,,,,,,,,,2024/7/8
T0218,1,T021801,https://www.gem.wiki/Delfin_FLNG_Terminal,Delfin FLNG Terminal,T1,Export,Proposed,United States,,,Delfin LNG LLC [100.00%],Fairwood Peninsula Energy Company [95.00%]; Enbridge [5.00%],United States; Canada,3.38,mtpa,3.38,4.59,,,,,2026,,,,2027,,yes,Confirmed,2027,,,,,"Port Delfin, Cameron Parish",Americas,Northern America,,Louisiana,29.13697735,-93.53395095,exact,,2000000000,USD,2000000000,Pre-FID,2024,yes,,,,,,,,2024/7/2
T0218,2,T021802,https://www.gem.wiki/Delfin_FLNG_Terminal,Delfin FLNG Terminal,T2,Export,Proposed,United States,,,Delfin LNG LLC [100.00%],Fairwood Peninsula Energy Company [95.00%]; Enbridge [5.00%],United States; Canada,3.38,mtpa,3.38,4.59,,,,,2026,,,,2027,,yes,Confirmed,2027,,,,,"Port Delfin, Cameron Parish",Americas,Northern America,,Louisiana,29.13697735,-93.53395095,exact,,2000000000,USD,2000000000,Pre-FID,2024,yes,,,,,,,,2024/7/2
T0218,3,T021803,https://www.gem.wiki/Delfin_FLNG_Terminal,Delfin FLNG Terminal,T3,Export,Proposed,United States,,,Delfin LNG LLC [100.00%],Fairwood Peninsula Energy Company [95.00%]; Enbridge [5.00%],United States; Canada,3.38,mtpa,3.38,4.59,,,,,2026,,,,2027,,yes,Confirmed,2027,,,,,"Port Delfin, Cameron Parish",Americas,Northern America,,Louisiana,29.13697735,-93.53395095,exact,,2000000000,USD,2000000000,Pre-FID,2024,yes,,,,,,,,2024/7/2
T0218,4,T021804,https://www.gem.wiki/Delfin_FLNG_Terminal,Delfin FLNG Terminal,T4,Export,Proposed,United States,,,Delfin LNG LLC [100.00%],Fairwood Peninsula Energy Company [95.00%]; Enbridge [5.00%],United States; Canada,3.38,mtpa,3.38,4.59,,,,,2026,,,,2027,,yes,Confirmed,2027,,,,,"Port Delfin, Cameron Parish",Americas,Northern America,,Louisiana,29.13697735,-93.53395095,exact,,2000000000,USD,2000000000,Pre-FID,2024,yes,,,,,,,,2024/7/2
T0219,1,T021901,https://www.gem.wiki/Driftwood_LNG_Terminal,Driftwood LNG Terminal,Phase 1 (T1-T8),Export,Proposed,United States,,,Driftwood LNG LLC [100.00%],Tellurian Inc. [100.00%],United States,11,mtpa,11,14.96,,,2024,,2024,,,,2027,,yes,Confirmed,2027,,,,,Calcasieu Parish,Americas,Northern America,,Louisiana,30.091298,-93.330534,approximate,,14500000000,USD,14500000000,Pre-FID,2024,,,,,,,,,2024/7/2
T0219,2,T021902,https://www.gem.wiki/Driftwood_LNG_Terminal,Driftwood LNG Terminal,Phase 2 (T9-T20),Export,Proposed,United States,,,Driftwood LNG LLC [100.00%],Tellurian Inc. [100.00%],United States,16.6,mtpa,16.6,22.58,,,,,2025,,,,2028,,yes,Confirmed,2028,,,,,Calcasieu Parish,Americas,Northern America,,Louisiana,30.091298,-93.330534,approximate,,10500000000,USD,10500000000,Pre-FID,2023,,,,,,,,,2024/7/2
T0220,0,T022000,https://www.gem.wiki/Eagle_LNG_Terminal,Eagle LNG Import Terminal,,Import,Proposed,United States,,"Eagle LNG Partners / Eagle LNG Partners Jacksonville LLC,Jacksonville LNG Terminal",Eagle LNG Partners Jacksonville LLC [100.00%],The Energy & Minerals Group [100.00%],United States,,,--,--,,,,,2022,,,,,,yes,Confirmed,2022,,,,,Jacksonville,Americas,Northern America,,Florida,30.40879661,-81.61041174,exact,,,,--,Pre-FID,2021,,,,,,,,,2024/7/8
T0220,1,T022001,https://www.gem.wiki/Eagle_LNG_Terminal,Eagle LNG Terminal,T1,Export,Proposed,United States,,"Eagle LNG Partners / Eagle LNG Partners Jacksonville LLC,Jacksonville LNG Terminal",Eagle LNG Partners Jacksonville LLC [100.00%],The Energy & Minerals Group [100.00%],United States,550000,gal/day,0.32,0.44,,,,,2026,,,,,,yes,Confirmed,2026,,,,,Jacksonville,Americas,Northern America,,Florida,30.40879661,-81.61041174,exact,,180666667,USD,180666666.7,Pre-FID,2021,,,,,,,,,2024/7/8
T0220,2,T022002,https://www.gem.wiki/Eagle_LNG_Terminal,Eagle LNG Terminal,T2,Export,Proposed,United States,,"Eagle LNG Partners / Eagle LNG Partners Jacksonville LLC,Jacksonville LNG Terminal",Eagle LNG Partners Jacksonville LLC [100.00%],The Energy & Minerals Group [100.00%],United States,550000,gal/day,0.32,0.44,,,,,2026,,,,,,yes,Confirmed,2026,,,,,Jacksonville,Americas,Northern America,,Florida,30.40879661,-81.61041174,exact,,180666667,USD,180666666.7,Pre-FID,2021,,,,,,,,,2024/7/8
T0220,3,T022003,https://www.gem.wiki/Eagle_LNG_Terminal,Eagle LNG Terminal,T3,Export,Proposed,United States,,"Eagle LNG Partners / Eagle LNG Partners Jacksonville LLC,Jacksonville LNG Terminal",Eagle LNG Partners Jacksonville LLC [100.00%],The Energy & Minerals Group [100.00%],United States,550000,gal/day,0.32,0.44,,,,,2026,,,,,,yes,Confirmed,2026,,,,,Jacksonville,Americas,Northern America,,Florida,30.40879661,-81.61041174,exact,,180666667,USD,180666666.7,Pre-FID,2021,,,,,,,,,2024/7/8
T0221,0,T022100,https://www.gem.wiki/Elba_Island_LNG_Terminal,Elba Island LNG Terminal,,Import,Retired,United States,,Southern LNG,Southern LNG Company LLC [100.00%],Blackstone Group [49.00%]; Kinder Morgan [25.50%]; unknown [25.50%],United States; United States; unknown,12,mtpa,12,16.32,,,,,1978,,,,,,,,1978,,,,1980,Elba Island,Americas,Northern America,,Georgia,32.091111,-81.000278,exact,,,,--,,,,,,,,,,,2024/7/8
T0221,1,T022101,https://www.gem.wiki/Elba_Island_LNG_Terminal,Elba Island LNG Terminal,T1,Export,Operating,United States,,Southern LNG,Southern LNG Company LLC [100.00%],Blackstone Group [49.00%]; Kinder Morgan [25.50%]; unknown [25.50%],United States; United States; unknown,0.25,mtpa,0.25,0.34,2013,,,,2019,,,,,,,,2019,,,,,Elba Island,Americas,Northern America,,Georgia,32.091111,-81.000278,exact,,200000000,USD,200000000,,,,,,,,,,,2024/7/8
T0221,2,T022102,https://www.gem.wiki/Elba_Island_LNG_Terminal,Elba Island LNG Terminal,T2,Export,Operating,United States,,Southern LNG,Southern LNG Company LLC [100.00%],Blackstone Group [49.00%]; Kinder Morgan [25.50%]; unknown [25.50%],United States; United States; unknown,0.25,mtpa,0.25,0.34,2013,,,,2019,,,,,,,,2019,,,,,Elba Island,Americas,Northern America,,Georgia,32.091111,-81.000278,exact,,200000000,USD,200000000,,,,,,,,,,,2024/7/8
T0221,3,T022103,https://www.gem.wiki/Elba_Island_LNG_Terminal,Elba Island LNG Terminal,T3,Export,Operating,United States,,Southern LNG,Southern LNG Company LLC [100.00%],Blackstone Group [49.00%]; Kinder Morgan [25.50%]; unknown [25.50%],United States; United States; unknown,0.25,mtpa,0.25,0.34,2013,,,,2019,,,,,,,,2019,,,,,Elba Island,Americas,Northern America,,Georgia,32.091111,-81.000278,exact,,200000000,USD,200000000,,,,,,,,,,,2024/7/8
T0221,4,T022104,https://www.gem.wiki/Elba_Island_LNG_Terminal,Elba Island LNG Terminal,T4,Export,Operating,United States,,Southern LNG,Southern LNG Company LLC [100.00%],Blackstone Group [49.00%]; Kinder Morgan [25.50%]; unknown [25.50%],United States; United States; unknown,0.25,mtpa,0.25,0.34,2013,,,,2019,,,,,,,,2019,,,,,Elba Island,Americas,Northern America,,Georgia,32.091111,-81.000278,exact,,200000000,USD,200000000,,,,,,,,,,,2024/7/8
T0221,5,T022105,https://www.gem.wiki/Elba_Island_LNG_Terminal,Elba Island LNG Terminal,T5,Export,Operating,United States,,Southern LNG,Southern LNG Company LLC [100.00%],Blackstone Group [49.00%]; Kinder Morgan [25.50%]; unknown [25.50%],United States; United States; unknown,0.25,mtpa,0.25,0.34,2013,,,,2019,,,,,,,,2019,,,,,Elba Island,Americas,Northern America,,Georgia,32.091111,-81.000278,exact,,200000000,USD,200000000,,,,,,,,,,,2024/7/8
T0221,6,T022106,https://www.gem.wiki/Elba_Island_LNG_Terminal,Elba Island LNG Terminal,T6,Export,Operating,United States,,Southern LNG,Southern LNG Company LLC [100.00%],Blackstone Group [49.00%]; Kinder Morgan [25.50%]; unknown [25.50%],United States; United States; unknown,0.25,mtpa,0.25,0.34,2013,,,,2020,,,,,,,,2020,,,,,Elba Island,Americas,Northern America,,Georgia,32.091111,-81.000278,exact,,200000000,USD,200000000,,,,,,,,,,,2024/7/8
T0221,7,T022107,https://www.gem.wiki/Elba_Island_LNG_Terminal,Elba Island LNG Terminal,T7,Export,Operating,United States,,Southern LNG,Southern LNG Company LLC [100.00%],Blackstone Group [49.00%]; Kinder Morgan [25.50%]; unknown [25.50%],United States; United States; unknown,0.25,mtpa,0.25,0.34,2013,,,,2020,,,,,,,,2020,,,,,Elba Island,Americas,Northern America,,Georgia,32.091111,-81.000278,exact,,200000000,USD,200000000,,,,,,,,,,,2024/7/8
T0221,8,T022108,https://www.gem.wiki/Elba_Island_LNG_Terminal,Elba Island LNG Terminal,T8,Export,Operating,United States,,Southern LNG,Southern LNG Company LLC [100.00%],Blackstone Group [49.00%]; Kinder Morgan [25.50%]; unknown [25.50%],United States; United States; unknown,0.25,mtpa,0.25,0.34,2013,,,,2020,,,,,,,,2020,,,,,Elba Island,Americas,Northern America,,Georgia,32.091111,-81.000278,exact,,200000000,USD,200000000,,,,,,,,,,,2024/7/8
T0221,9,T022109,https://www.gem.wiki/Elba_Island_LNG_Terminal,Elba Island LNG Terminal,T9,Export,Operating,United States,,Southern LNG,Southern LNG Company LLC [100.00%],Blackstone Group [49.00%]; Kinder Morgan [25.50%]; unknown [25.50%],United States; United States; unknown,0.25,mtpa,0.25,0.34,2013,,,,2020,,,,,,,,2020,,,,,Elba Island,Americas,Northern America,,Georgia,32.091111,-81.000278,exact,,200000000,USD,200000000,,,,,,,,,,,2024/7/8
T0221,10,T022110,https://www.gem.wiki/Elba_Island_LNG_Terminal,Elba Island LNG Terminal,T10,Export,Operating,United States,,Southern LNG,Southern LNG Company LLC [100.00%],Blackstone Group [49.00%]; Kinder Morgan [25.50%]; unknown [25.50%],United States; United States; unknown,0.25,mtpa,0.25,0.34,2013,,,,2020,,,,,,,,2020,,,,,Elba Island,Americas,Northern America,,Georgia,32.091111,-81.000278,exact,,200000000,USD,200000000,,,,,,,,,,,2024/7/8
T0221,11,T022111,https://www.gem.wiki/Elba_Island_LNG_Terminal,Elba Island LNG Terminal,Optimization Project,Export,Proposed,United States,,Southern LNG,Southern LNG Company LLC [100.00%],Blackstone Group [49.00%]; Kinder Morgan [25.50%]; unknown [25.50%],United States; United States; unknown,0.4,mtpa,0.4,0.54,2023,4,,,2024,,,,,,,,2024,,,,,Elba Island,Americas,Northern America,,Georgia,32.091111,-81.000278,exact,,,,--,,,,,,,,,,,2024/7/8
T0222,1,T022201,https://www.gem.wiki/Eos_FLNG_Terminal,Eos FLNG Terminal,,Export,Cancelled,United States,,,Eos LNG LLC [100.00%],Eos LNG LLC [100.00%],United States,1.6,bcf/d,12.16,16.54,,,,,,,,,,,,,--,2017,2019,,,Brownsville,Americas,Northern America,,Texas,25.950835,-97.410844,approximate,,,,--,,,yes,,,,,,,,2024/7/8
T0223,1,T022301,https://www.gem.wiki/Floridian_LNG_Terminal,Floridian LNG Terminal,,Export,Cancelled,United States,,Floridian Natural Gas Storage Company,Floridian Natural Gas Storage Company LLC [100.00%],Targa Resources [100.00%],United States,0.1,bcf/d,0.76,1.03,,,,,,,,,,,,,--,2017,2019,,,Martin County,Americas,Northern America,,Florida,27.08,-80.4,approximate,,,,--,,,,,,,,,,,2024/7/8
T0224,0,T022400,https://www.gem.wiki/Freeport_LNG_Terminal,Freeport LNG Import Terminal,,Import,Mothballed,United States,,,Freeport LNG Development [100.00%],Dow Chemical [unknown %]; Freeport LNG [unknown %]; Global Infrastructure Partners [unknown %]; Osaka Gas [unknown %]; Zachry Hastings [unknown %],United States; United States; United States; Japan; United States,13.2,mtpa,13.2,17.95,,,,,2008,,,,,,,,2008,,,,2022,Freeport,Americas,Northern America,,Texas,28.932003,-95.317355,exact,,,,--,,,,,,,,,,,2024/7/8
T0224,1,T022401,https://www.gem.wiki/Freeport_LNG_Terminal,Freeport LNG Terminal,T1,Export,Operating,United States,,,"Freeport LNG Liquefaction, LLC [100.00%]",Freeport LNG [50.00%]; JERA [25.00%]; Osaka Gas [25.00%],United States; Japan; Japan,5,mtpa,5,6.8,,,,,2019,,,,,,,,2019,,,,2022,Freeport,Americas,Northern America,,Texas,28.932003,-95.317355,exact,,4500000000,USD,4500000000,FID,,,,,,,,,yes,2024/6/24
T0224,2,T022402,https://www.gem.wiki/Freeport_LNG_Terminal,Freeport LNG Terminal,T2,Export,Operating,United States,,,"Freeport LNG Liquefaction 2, LLC [100.00%]",Freeport LNG [50.00%]; JERA [25.00%]; Osaka Gas [25.00%],United States; Japan; Japan,5,mtpa,5,6.8,,,,,2019,,,,,,,,2019,,,,2022,Freeport,Americas,Northern America,,Texas,28.932003,-95.317355,exact,,4500000000,USD,4500000000,FID,,,,,,,,,yes,2024/6/24
T0224,3,T022403,https://www.gem.wiki/Freeport_LNG_Terminal,Freeport LNG Terminal,T3,Export,Operating,United States,,,"Freeport LNG Liquefaction 3, LLC [100.00%]",Freeport LNG [50.00%]; JERA [25.00%]; Osaka Gas [25.00%],United States; Japan; Japan,5,mtpa,5,6.8,,,,,2020,,,,,,,,2020,,,,2022,Freeport,Americas,Northern America,,Texas,28.932003,-95.317355,exact,,4500000000,USD,4500000000,FID,,,,,,,,,yes,2024/6/24
T0224,4,T022404,https://www.gem.wiki/Freeport_LNG_Terminal,Freeport LNG Terminal,T4,Export,Proposed,United States,,,Freeport LNG Development [100.00%],Dow Chemical [unknown %]; Freeport LNG [unknown %]; Global Infrastructure Partners [unknown %]; Osaka Gas [unknown %]; Zachry Hastings [unknown %],United States; United States; United States; Japan; United States,5.1,mtpa,5.1,6.94,,,,,2026,,,,2028,,yes,Confirmed,2028,,,,,Freeport,Americas,Northern America,,Texas,28.932003,-95.317355,exact,,,,--,Pre-FID,2023,,,,,,,,yes,2024/6/24
T0224,5,T022405,https://www.gem.wiki/Freeport_LNG_Terminal,Freeport LNG Terminal,Debottlenecking,Export,Construction,United States,,,"Freeport LNG Liquefaction, LLC [100.00%]",Freeport LNG [50.00%]; JERA [25.00%]; Osaka Gas [25.00%],United States; Japan; Japan,1.5,mtpa,1.5,2.04,,,2023,8,2024,,,,,,,,2024,,,,,Freeport,Americas,Northern America,,Texas,28.932003,-95.317355,exact,,,,--,,,,,,,,,,,2024/6/24
T0226,1,T022601,https://www.gem.wiki/G2_LNG_Terminal,G2 LNG Terminal,T1,Export,Cancelled,United States,,,G2 Net-Zero LNG LLC [100.00%],G2 Net-Zero LNG LLC [100.00%],United States,1.3,mtpa,1.3,1.77,2015,,,,2027,,,,,,,,2027,2017,2023,Confirmed,2023,Cameron Parish,Americas,Northern America,,Louisiana,29.811571,-93.3596,approximate,,1500000000,USD,1500000000,Pre-FID,,,,,,,,,yes,2024/7/8
T0226,2,T022602,https://www.gem.wiki/G2_LNG_Terminal,G2 LNG Terminal,T2,Export,Cancelled,United States,,,G2 Net-Zero LNG LLC [100.00%],G2 Net-Zero LNG LLC [100.00%],United States,1.3,mtpa,1.3,1.77,2015,,,,2027,,,,,,,,2027,2017,2023,Confirmed,2023,Cameron Parish,Americas,Northern America,,Louisiana,29.811571,-93.3596,approximate,,1500000000,USD,1500000000,Pre-FID,,,,,,,,,yes,2024/7/8
T0226,3,T022603,https://www.gem.wiki/G2_LNG_Terminal,G2 LNG Terminal,T3,Export,Cancelled,United States,,,G2 Net-Zero LNG LLC [100.00%],G2 Net-Zero LNG LLC [100.00%],United States,1.3,mtpa,1.3,1.77,2015,,,,2027,,,,,,,,2027,2017,2023,Confirmed,2023,Cameron Parish,Americas,Northern America,,Louisiana,29.811571,-93.3596,approximate,,1500000000,USD,1500000000,Pre-FID,,,,,,,,,yes,2024/7/8
T0226,4,T022604,https://www.gem.wiki/G2_LNG_Terminal,G2 LNG Terminal,T4,Export,Cancelled,United States,,,G2 Net-Zero LNG LLC [100.00%],G2 Net-Zero LNG LLC [100.00%],United States,1.3,mtpa,1.3,1.77,2015,,,,2027,,,,,,,,2027,2017,2023,Confirmed,2023,Cameron Parish,Americas,Northern America,,Louisiana,29.811571,-93.3596,approximate,,1500000000,USD,1500000000,Pre-FID,,,,,,,,,yes,2024/7/8
T0226,5,T022605,https://www.gem.wiki/G2_LNG_Terminal,G2 LNG Terminal,T5,Export,Cancelled,United States,,,G2 Net-Zero LNG LLC [100.00%],G2 Net-Zero LNG LLC [100.00%],United States,1.3,mtpa,1.3,1.77,2015,,,,2027,,,,,,,,2027,2017,2023,Confirmed,2023,Cameron Parish,Americas,Northern America,,Louisiana,29.811571,-93.3596,approximate,,1500000000,USD,1500000000,Pre-FID,,,,,,,,,yes,2024/7/8
T0226,6,T022606,https://www.gem.wiki/G2_LNG_Terminal,G2 LNG Terminal,T6,Export,Cancelled,United States,,,G2 Net-Zero LNG LLC [100.00%],G2 Net-Zero LNG LLC [100.00%],United States,1.3,mtpa,1.3,1.77,2015,,,,2027,,,,,,,,2027,2017,2023,Confirmed,2023,Cameron Parish,Americas,Northern America,,Louisiana,29.811571,-93.3596,approximate,,1500000000,USD,1500000000,Pre-FID,,,,,,,,,yes,2024/7/8
T0226,7,T022607,https://www.gem.wiki/G2_LNG_Terminal,G2 LNG Terminal,T7,Export,Cancelled,United States,,,G2 Net-Zero LNG LLC [100.00%],G2 Net-Zero LNG LLC [100.00%],United States,1.3,mtpa,1.3,1.77,2015,,,,2027,,,,,,,,2027,2017,2023,Confirmed,2023,Cameron Parish,Americas,Northern America,,Louisiana,29.811571,-93.3596,approximate,,1500000000,USD,1500000000,Pre-FID,,,,,,,,,yes,2024/7/8
T0226,8,T022608,https://www.gem.wiki/G2_LNG_Terminal,G2 LNG Terminal,T8,Export,Cancelled,United States,,,G2 Net-Zero LNG LLC [100.00%],G2 Net-Zero LNG LLC [100.00%],United States,1.3,mtpa,1.3,1.77,2015,,,,2027,,,,,,,,2027,2017,2023,Confirmed,2023,Cameron Parish,Americas,Northern America,,Louisiana,29.811571,-93.3596,approximate,,1500000000,USD,1500000000,Pre-FID,,,,,,,,,yes,2024/7/8
T0226,9,T022609,https://www.gem.wiki/G2_LNG_Terminal,G2 LNG Terminal,T9,Export,Cancelled,United States,,,G2 Net-Zero LNG LLC [100.00%],G2 Net-Zero LNG LLC [100.00%],United States,1.3,mtpa,1.3,1.77,2015,,,,2027,,,,,,,,2027,2017,2023,Confirmed,2023,Cameron Parish,Americas,Northern America,,Louisiana,29.811571,-93.3596,approximate,,1500000000,USD,1500000000,Pre-FID,,,,,,,,,yes,2024/7/8
T0226,10,T022610,https://www.gem.wiki/G2_LNG_Terminal,G2 LNG Terminal,T10,Export,Cancelled,United States,,,G2 Net-Zero LNG LLC [100.00%],G2 Net-Zero LNG LLC [100.00%],United States,1.3,mtpa,1.3,1.77,2015,,,,2027,,,,,,,,2027,2017,2023,Confirmed,2023,Cameron Parish,Americas,Northern America,,Louisiana,29.811571,-93.3596,approximate,,1500000000,USD,1500000000,Pre-FID,,,,,,,,,yes,2024/7/8
T0227,0,T022700,https://www.gem.wiki/Golden_Pass_LNG,Golden Pass LNG Import Terminal,,Import,Mothballed,United States,,,QatarEnergy [70.00%]; ExxonMobil [30.00%],QatarEnergy [70.00%]; ExxonMobil [30.00%],Qatar; United States,15.7,mtpa,15.7,21.35,,,,,2011,,,,,,,,2011,,,,,Sabine Pass,Americas,Northern America,,Texas,29.761394,-93.919418,exact,,,,--,,,,,,,,,,,2024/7/8
T0227,1,T022701,https://www.gem.wiki/Golden_Pass_LNG,Golden Pass LNG Terminal,T1,Export,Construction,United States,,,Golden Pass LNG Terminal LLC [100.00%],Qatar Petroleum [70.00%]; ExxonMobil [30.00%],Qatar; United States,6.03,mtpa,6.03,8.21,,,2019,,2025,,,,,,yes,Confirmed,2025,,,,,Sabine Pass,Americas,Northern America,,Texas,29.761394,-93.919418,exact,,3333333333,USD,3333333333,FID,2019,,,,,,,,,2024/7/1
T0227,2,T022702,https://www.gem.wiki/Golden_Pass_LNG,Golden Pass LNG Terminal,T2,Export,Construction,United States,,,Golden Pass LNG Terminal LLC [100.00%],Qatar Petroleum [70.00%]; ExxonMobil [30.00%],Qatar; United States,6.03,mtpa,6.03,8.21,,,2019,,2025,,,,,,yes,Confirmed,2025,,,,,Sabine Pass,Americas,Northern America,,Texas,29.761394,-93.919418,exact,,3333333333,USD,3333333333,FID,2019,,,,,,,,,2024/7/1
T0227,3,T022703,https://www.gem.wiki/Golden_Pass_LNG,Golden Pass LNG Terminal,T3,Export,Construction,United States,,,Golden Pass LNG Terminal LLC [100.00%],Qatar Petroleum [70.00%]; ExxonMobil [30.00%],Qatar; United States,6.03,mtpa,6.03,8.21,,,2019,,2025,,,,,,yes,Confirmed,2025,,,,,Sabine Pass,Americas,Northern America,,Texas,29.761394,-93.919418,exact,,3333333333,USD,3333333333,FID,2019,,,,,,,,,2024/7/1
